ID	Label
620	mediate
621	product
622	section
623	defect
624	estimate
625	patients'
626	term
627	contact
628	secondary
629	sequence
630	serum_level
631	basis
632	moderate
633	abnormal
634	inhibition
635	limitation
636	t-cell
637	transplant
638	carcinoma
639	endocrine
640	molecule
641	social
642	survey
643	yet
644	corticosteroid
645	eight
646	generalized
647	interaction
648	uva
649	alteration
650	mainly
651	analyse
652	importance
653	particular
654	phenotype
655	poor
656	recognize
657	related
658	relative
659	snp
660	acne
661	contrast
662	despite
663	experimental
664	expose
665	scar
666	unknown
667	highly
668	relevant
669	tacrolimus
670	future
671	psoralens
672	knowledge
673	research_center
674	useful
675	chen
676	indian
677	irradiation
678	metabolism
679	vary
680	wang
681	animal
682	consist
683	help
684	release
685	theory
686	vitiliginous_skin
687	acute
688	daily
689	dysfunction
690	erythematosus
691	people
692	photochemotherapy
693	regulate
694	set
695	young
696	challenge
697	eczema
698	exhibit
699	inhibit
700	least
701	man
702	property
703	topical_tacrolimus
704	administration
705	british_association
706	son_a/s
707	source
708	spontaneous
709	stimulate
710	university_colorado
711	addison's_disease
712	bind
713	differentiation
714	immune_system
715	point
716	reduction
717	skin_biopsy
718	around
719	document
720	image
721	increased
722	injection
723	majority
724	comment
725	commonly
726	concern
727	epidermal_graft
728	igg
729	male_female
730	median
731	numerous
732	physician
733	lesional_skin
734	none
735	stability
736	excellent
737	health_science
738	impairment
739	lesional
740	nbuvb
741	promote
742	strategy
743	approximately
744	become
745	combination_therapy
746	conventional
747	measurement
748	patient's
749	percent
750	yang
751	adverse_event
752	alternative
753	central
754	leave
755	membrane
756	per
757	taiwan
758	best
759	certain
760	h2o2
761	hla
762	research_institute
763	series
764	treatment_modality
765	vaccination
766	variety
767	would
768	zhang
769	alter
770	detection
771	dos
772	interest
773	locus
774	medical_education
775	old
776	service
777	treatment_option
778	rapid
779	regulation
780	age_onset
781	allow
782	along
783	disorder_characterize
784	long
785	school
786	division_dermatology
787	mitf
788	responsible
789	cd8
790	diagnostic
791	kim
792	reactivity
793	transfer
794	vaccine
795	black
796	chicken
797	congenital
798	sex
799	status
800	another
801	cytotoxicity
802	department_pathology
803	iii
804	key
805	structure
806	depend
807	diffuse
808	king_saud
809	nine
810	offer
811	spectrum
812	successful
813	confidence_interval
814	failure
815	graves'_disease
816	liu
817	minimal
818	practice
819	systemic_lupus
820	trunk
821	unusual
822	chinese
823	distinct
824	familial
825	iran
826	jan
827	ointment
828	probably
829	treated
830	bilateral
831	control_subject
832	essential
833	genetics
834	growth_factor
835	introduction
836	prior
837	significantly_increase
838	study_conduct
839	tnf-α
840	tool
841	visit
842	article_russian
843	il-2
844	implication
845	scalp
846	significantly_low
847	burn
848	generate
849	guideline
850	leprosy
851	melanocytic
852	odds_ratio
853	simple
854	wiley_periodical
855	class
856	consistent
857	modality
858	open
859	origin
860	recommend
861	field
862	hotmail_com
863	ifn-γ
864	narrowband_ultraviolet
865	occupational
866	preparation
867	progress
868	protect
869	risk_factor
870	synthesis
871	cell_suspension
872	european_academy
873	explain
874	highlight
875	mar
876	peripheral
877	right
878	standard
879	ten
880	urticaria
881	uveitis
882	appropriate
883	clear
884	department_internal
885	hypopigmented
886	idiopathic
887	kumar
888	life_quality
889	others
890	placebo
891	pruritus
892	systematic_review
893	technology
894	together
895	tregs
896	variation
897	depression
898	efficacy_safety
899	far
900	gene_expression
901	observed
902	physical
903	publish_elsevier
904	punch_graft
905	singh
906	exclude
907	faculty
908	line
909	melanosomes
910	organ
911	prevent
912	clinical_feature
913	criterion
914	follicular
915	hydrogen_peroxide
916	induces
917	instrument
918	isolate
919	nivolumab
920	prognosis
921	relation
922	resistant
923	significance
924	sun
925	therapeutic_option
926	body_surface
927	cairo_egypt
928	enrol
929	limited
930	locate
931	macule
932	nuclear
933	pernicious_anemia
934	potent
935	stimulation
936	ability
937	nrf2
938	paper
939	accumulation
940	calcium
941	count
942	death
943	derive
944	environmental
945	haplotype
946	share
947	specie
948	underwent
949	believe
950	catalase
951	concomitant
952	immunologic
953	intracellular
954	poliosis
955	publish_john
956	underlie
957	way
958	wiley_son
959	act
960	action
961	biochemical
962	blister
963	conclude
964	differentiate
965	epidemiology
966	genital
967	halo
968	location
969	medication
970	quantitative
971	road
972	safety
973	spread
974	vkh
975	arabia
976	cell_line
977	higher
978	independent
979	monotherapy
980	promise
981	subsequently
982	untreated
983	continue
984	difficult
985	gupta
986	khellin
987	nature
988	subsequent
989	tyrosinase_activity
990	8-methoxypsoralen
991	amount
992	inc
993	melanocyte_destruction
994	mutant
995	possibility
996	postgraduate_institute
997	question
998	short
999	elsevier_inc
1000	generally
1001	hashimoto's_thyroiditis
1002	implicate
1003	increase_risk
1004	lymphocytes
1005	natural
1006	play_important
1007	protection
1008	third
1009	united_state
1010	administer
1011	associated
1012	halo_nevus
1013	preliminary
1014	refractory
1015	choice
1016	destruction_melanocyte
1017	general_hospital
1018	perilesional
1019	steroid
1020	topical_corticosteroid
1021	upon
1022	identification
1023	infiltration
1024	leucoderma
1025	much
1026	nlrp1
1027	park
1028	vitamin_b12
1029	accompany
1030	autoimmune_thyroiditis
1031	basic
1032	epitope
1033	hôpital
1034	indication
1035	institute_medical
1036	ipilimumab
1037	mark
1038	necessary
1039	network
1040	pigmentary
1041	spot
1042	able
1043	baseline
1044	circulate
1045	content
1046	currently
1047	disturbance
1048	half
1049	partial
1050	solution
1051	visual
1052	affected
1053	begin
1054	coexistence
1055	collect
1056	date
1057	girl
1058	koebner_phenomenon
1059	lip
1060	maximum
1061	oct
1062	proportion
1063	psychosocial
1064	relapse
1065	south
1066	successfully
1067	ass
1068	calcipotriol
1069	classification
1070	database
1071	dendritic_cell
1072	dermis
1073	destruction
1074	egypt
1075	il-6
1076	keratinocyte
1077	lower
1078	metabolic
1079	mycosis_fungoides
1080	surround
1081	typical
1082	8-mop
1083	capacity
1084	lichen_sclerosus
1085	linear
1086	medium
1087	relatively
1088	subset
1089	almost
1090	attend
1091	cancer_center
1092	celiac_disease
1093	compare_healthy
1094	consequence
1095	localized
1096	mice
1097	mitochondrial
1098	narrow_band
1099	rather
1100	cd4_cell
1101	cell_death
1102	dec
1103	maintain
1104	maintenance
1105	metastasis
1106	mostly
1107	narrow-band_uvb
1108	netherlands
1109	outpatient
1110	person
1111	success
1112	case-control_study
1113	city
1114	density
1115	directly
1116	normal_human
1117	play
1118	reactive_oxygen
1119	regulatory
1120	university_riyadh
1121	vogt-koyanagi-harada_syndrome
1122	western_blot
1123	aid
1124	device
1125	elisa
1126	later
1127	leukotrichia
1128	melasma
1129	microscopy
1130	polymerase_chain
1131	prevalent
1132	regression
1133	serve
1134	special
1135	superficial
1136	towards
1137	traditional
1138	bordeaux_france
1139	catholic_university
1140	elucidate
1141	except
1142	option
1143	prove
1144	safe
1145	sharma
1146	tacrolimus_ointment
1147	tyr
1148	aps
1149	attempt
1150	california
1151	dermabrasion
1152	feb
1153	fibroblast
1154	grow
1155	india_background
1156	interferon
1157	lotti
1158	marginal
1159	mrna
1160	narrow-band_ultraviolet
1161	narrowband_uvb
1162	research_chandigarh
1163	respect
1164	university_texas
1165	article_spanish
1166	atrophy
1167	completely
1168	hormone
1169	immunohistochemical
1170	infiltrate
1171	national_institute
1172	nov
1173	possibly
1174	protocol
1175	think
1176	ultrastructural
1177	university_california
1178	calculate
1179	comparable
1180	epithelial
1181	issue
1182	kaohsiung_medical
1183	material
1184	mellitus
1185	oxidation
1186	pathophysiology
1187	pilot_study
1188	predict
1189	statistically
1190	year_old
1191	yield
1192	degeneration
1193	delivery
1194	general_population
1195	hepatitis
1196	induced
1197	interleukin
1198	jul
1199	modify
1200	ptpn22
1201	regulator
1202	syndrome_type
1203	unique
1204	acral
1205	arm
1206	comparative_study
1207	comprise
1208	derivative
1209	effector
1210	generation
1211	histological
1212	neural
1213	normally_pigment
1214	prospective_study
1215	recruit
1216	recurrence
1217	reflect
1218	toxic
1219	vogt-koyanagi-harada_disease
1220	whole
1221	worldwide
1222	apr
1223	back
1224	burden
1225	concept
1226	consecutive
1227	context
1228	emerge
1229	il-17
1230	initiate
1231	morphea
1232	prospective
1233	subgroup
1234	tolerance
1235	camouflage
1236	ecollection
1237	finally
1238	jun
1239	melanin_synthesis
1240	protective
1241	red
1242	regimen
1243	response_rate
1244	retrospective
1245	com_background
1246	earlier
1247	enrol_study
1248	every
1249	final
1250	formulation
1251	information_department
1252	international
1253	langerhans_cell
1254	los_angeles
1255	manifest
1256	monitor
1257	objective_evaluate
1258	one_hundred
1259	pediatric_dermatology
1260	suppress
1261	topical_steroid
1262	cover
1263	eruption
1264	experiment
1265	henry_ford
1266	hydroquinone
1267	interval
1268	list
1269	lymphoma
1270	malignancy
1271	mucosal
1272	rna
1273	schallreuter
1274	selection
1275	sensitivity
1276	specifically
1277	age_sex
1278	boy
1279	cairo_university
1280	community
1281	comorbidities
1282	discussion
1283	last
1284	linkage
1285	may_play
1286	monoclonal_antibody
1287	nb-uvb_phototherapy
1288	objective_aim
1289	piebaldism
1290	polymorphisms
1291	potentially
1292	renal
1293	review_literature
1294	adhesion
1295	adjuvant
1296	caucasian
1297	clinical_experimental
1298	comment_dermatol
1299	cure
1300	gene_polymorphism
1301	men
1302	mononuclear_cell
1303	must
1304	pigmented
1305	pimecrolimus
1306	recognition
1307	recombinant
1308	suspension
1309	understanding
1310	visible
1311	brown
1312	chromosome
1313	critical
1314	display
1315	employ
1316	feather
1317	illness
1318	impair
1319	reach
1320	recurrent
1321	remove
1322	retrospective_study
1323	scleroderma
1324	society
1325	summarize
1326	tehran_iran
1327	uncommon
1328	upper
1329	van_geel
1330	amino_acid
1331	choroidal
1332	dependent
1333	detail
1334	domain
1335	epidemiological
1336	hence
1337	imiquimod
1338	nottingham
1339	org
1340	paris_france
1341	phenol
1342	refer
1343	sep
1344	strongly
1345	substance
1346	transient
1347	achromic
1348	allergy
1349	block
1350	cat
1351	cd4
1352	clone
1353	contribution
1354	ctla-4
1355	data_suggest
1356	expect
1357	hypoparathyroidism
1358	injury
1359	involved
1360	language
1361	netherlands_institute
1362	past
1363	pathological
1364	repigmented
1365	riyadh_saudi
1366	satisfaction
1367	autoimmune_polyglandular
1368	epithelium
1369	example
1370	first_time
1371	fluorescence
1372	il-10
1373	melanocyte-specific
1374	recipient_site
1375	rpe
1376	susceptible
1377	van
1378	vitiligo-like_depigmentation
1379	comprehensive
1380	determine_whether
1381	ear
1382	education
1383	ezzedine
1384	free
1385	global
1386	late
1387	medical_genetics
1388	melanin_content
1389	mouse_model
1390	plant
1391	rash
1392	repeat
1393	rosacea
1394	undergo
1395	widespread
1396	zhou
1397	amsterdam_netherlands
1398	candidiasis
1399	cost
1400	delay
1401	department_pediatrics
1402	disfigure
1403	hour
1404	intensity
1405	iraes
1406	layer
1407	lipid
1408	malignant
1409	manage
1410	mechanisms
1411	multiple_sclerosis
1412	ng/ml
1413	pulse
1414	repair
1415	satisfactory
1416	scientific
1417	serious
1418	sit
1419	sod
1420	squamous_cell
1421	tan
1422	westerhof
1423	additionally
1424	asian
1425	blue
1426	classify
1427	clearly
1428	close
1429	complete_repigmentation
1430	department_ophthalmology
1431	depletion
1432	emotional
1433	foxp3
1434	mixed
1435	objective_investigate
1436	parent
1437	prevention
1438	primarily
1439	psychiatric
1440	radiotherapy
1441	recipient
1442	sensitive
1443	specimen
1444	toward
1445	university_xi'an
1446	update
1447	version
1448	yonsei_university
1449	absent
1450	alpha
1451	auditory
1452	aug
1453	campus
1454	depigmenting
1455	evaluate_efficacy
1456	fail
1457	family_member
1458	foundation
1459	grafting
1460	hypothesize
1461	initiation
1462	method_total
1463	perifollicular
1464	pool
1465	positivity
1466	raise
1467	regulatory_cell
1468	reverse
1469	superior
1470	transcription_factor
1471	trp-1
1472	vascular
1473	add
1474	basal
1475	children's_hospital
1476	clinical_characteristic
1477	clinical_presentation
1478	encode
1479	eyelid
1480	gender
1481	hair_loss
1482	herbal
1483	immunohistochemistry
1484	infectious
1485	international_society
1486	israel
1487	london
1488	match
1489	muscle
1490	pharmaceutical
1491	reference
1492	service_dermatologie
1493	academic_medical
1494	acrofacial
1495	already
1496	clarify
1497	detachment
1498	efficient
1499	european
1500	extend
1501	fact
1502	first_affiliate
1503	ghent_university
1504	hyperthyroidism
1505	immune-mediated
1506	little
1507	myasthenia_gravis
1508	parsad
1509	trauma
1510	tumor_necrosis
1511	university_amsterdam
1512	university_massachusetts
1513	analyzed
1514	avenue
1515	benign
1516	child_adolescent
1517	decreased
1518	diabetic
1519	divide
1520	finding_suggest
1521	hypomelanosis
1522	immunofluorescence
1523	january
1524	live
1525	melanoma-associated
1526	metastatic
1527	mg/kg
1528	play_role
1529	previously_report
1530	significantly_decrease
1531	validate
1532	zone
1533	anemia
1534	attention
1535	belgium
1536	biotechnology
1537	clinician
1538	cluster
1539	department_biochemistry
1540	engineering
1541	face_neck
1542	huang
1543	investigated
1544	michigan
1545	nerve
1546	side-effects
1547	signal_pathway
1548	venereology_leprology
1549	vitiligo-like
1550	white_patch
1551	wound
1552	america
1553	avoid
1554	chinese_academy
1555	concurrent
1556	detailed
1557	evident
1558	homeostasis
1559	immune_checkpoint
1560	lin
1561	member
1562	pain
1563	place
1564	prepare
1565	psoralen_plus
1566	quality
1567	repigmenting
1568	reserve
1569	self
1570	significantly_different
1571	thyroid_function
1572	ultraviolet_light
1573	unilateral
1574	case_series
1575	chemistry
1576	coexist
1577	collagen
1578	cultured
1579	del
1580	differ
1581	elicit
1582	immunization
1583	immunoglobulin
1584	localization
1585	ltd
1586	net
1587	north
1588	optimal
1589	participate
1590	safe_effective
1591	street
1592	thyroiditis
1593	university_florence
1594	amelanotic
1595	dlqi
1596	evolution
1597	exon
1598	florence_italy
1599	flow_cytometry
1600	glaucoma
1601	halo_nevi
1602	imbalance
1603	institut
1604	isolated
1605	jdermsci
1606	latter
1607	neck
1608	nordlund
1609	retinal_pigment
1610	step
1611	superoxide_dismutase
1612	tumour
1613	uv-a
1614	virus
1615	warrant
1616	whose
1617	/jdv
1618	adrenal
1619	advantage
1620	american_academy
1621	auto-immune
1622	balance
1623	basal_cell
1624	cd4_cd8
1625	consensus
1626	country
1627	dermatologist_/bjd
1628	differential_diagnosis
1629	distribute
1630	element
1631	etiopathogenesis
1632	fractional_co2
1633	genetically
1634	hla-a
1635	human_melanocytes
1636	insulin
1637	korean
1638	nail
1639	nevi
1640	peak
1641	perspective
1642	predominantly
1643	professor
1644	proteins
1645	pubmed
1646	sun_exposure
1647	weekly
1648	/bjd
1649	accumulate
1650	animal_model
1651	atypical
1652	australia
1653	autologous_melanocyte
1654	characterization
1655	cirrhosis
1656	colour
1657	easy
1658	effectively
1659	entity
1660	excision
1661	immunosuppressive
1662	impaired
1663	initially
1664	interestingly
1665	ligand
1666	modulate
1667	precede
1668	subtypes
1669	sunlight
1670	tartu_estonia
1671	twenty
1672	université
1673	validity
1674	widely
1675	article_undetermined
1676	beneficial
1677	biochemistry
1678	border
1679	box
1680	candidate
1681	chu
1682	complement
1683	dog
1684	dosage
1685	ethnic
1686	fundus
1687	gp100
1688	helper
1689	inc_publish
1690	introduce
1691	itch
1692	kinase
1693	melanocyte_differentiation
1694	morphology
1695	neurological
1696	pembrolizumab
1697	perilesional_skin
1698	picardo
1699	prognostic
1700	rat
1701	regional
1702	saudi
1703	scan
1704	suspect
1705	traditional_chinese
1706	aim_evaluate
1707	aim_investigate
1708	apparent
1709	area_score
1710	arise
1711	autophagy
1712	correspond
1713	digital
1714	exact
1715	hann
1716	histopathologic
1717	hospital_detroit
1718	inheritance
1719	kaohsiung_taiwan
1720	lung
1721	neither
1722	nevus_depigmentosus
1723	newly
1724	paediatric
1725	persistent
1726	physiology
1727	polyglandular_autoimmune
1728	protective_effect
1729	recalcitrant
1730	situ
1731	solar
1732	southwestern_medical
1733	spain
1734	ultraviolet_radiation
1735	view
1736	vitiliginous_area
1737	vulvar
1738	yahoo
1739	achieve_repigmentation
1740	adjacent
1741	analysis_reveal
1742	aurora_colorado
1743	bone
1744	brain
1745	correct
1746	dermatoses
1747	drive
1748	endocrinology
1749	evolve
1750	external
1751	female_male
1752	folic_acid
1753	fourth_military
1754	glutathione
1755	goal
1756	hundred
1757	ifn-gamma
1758	karger_basel
1759	king
1760	lim
1761	lymph_node
1762	murine
1763	overlap
1764	oxidative
1765	routine
1766	account
1767	adjust
1768	arthritis
1769	author_journal
1770	basal_layer
1771	behavior
1772	bfgf
1773	co2_laser
1774	decade
1775	denver
1776	depigmented_area
1777	determination
1778	expand
1779	halo_naevi
1780	histopathological
1781	host
1782	limb
1783	mc1r
1784	outcomes
1785	patch_test
1786	prominent
1787	rapidly
1788	recovery
1789	regeneration
1790	relevance
1791	removal
1792	role_pathogenesis
1793	san_gallicano
1794	separate
1795	spectroscopy
1796	summary
1797	tend
1798	throughout
1799	vehicle
1800	xijing_hospital
1801	adequate
1802	age-_sex-matched
1803	aitd
1804	albinism
1805	ana
1806	betamethasone
1807	call
1808	capable
1809	chinese_han
1810	dermatol
1811	facilitate
1812	gain
1813	grime
1814	hamzavi
1815	healthy_subject
1816	hospital_hangzhou
1817	important_role
1818	lerner
1819	naevus
1820	ortonne
1821	outcome_measure
1822	overview
1823	pcr
1824	plaque
1825	re-pigmentation
1826	recommendation
1827	reliability
1828	remission
1829	retinal
1830	single_nucleotide
1831	speeckaert
1832	suppression
1833	though
1834	und
1835	viral
1836	/ejd
1837	aetiology
1838	antitumor
1839	apeced
1840	chemotherapy
1841	cycle
1842	disappearance
1843	equal
1844	fifty
1845	full
1846	hla-dr
1847	key_laboratory
1848	lamp
1849	mass
1850	metabolite
1851	method_retrospective
1852	modern
1853	poole
1854	pressure
1855	psoriasis_atopic
1856	pure
1857	repigment
1858	seek
1859	selective
1860	structural
1861	synthetic
1862	topical_calcipotriol
1863	try
1864	university_taipei
1865	uvb_phototherapy
1866	absorption
1867	adolescent
1868	bordeaux_bordeaux
1869	catecholamine
1870	comparative
1871	dark
1872	defective
1873	endogenous
1874	etc
1875	found
1876	free_radical
1877	gastric
1878	home
1879	iga
1880	kang
1881	kit
1882	near
1883	p53
1884	percentage_repigmentation
1885	photograph
1886	possible_role
1887	punch
1888	react
1889	reactive
1890	reason
1891	research_centre
1892	secretion
1893	slv
1894	statistical
1895	thirty
1896	university_nottingham
1897	zhu
1898	/s00403-
1899	approve
1900	barrier
1901	cell-mediated
1902	considerable
1903	cumulative
1904	cxcl10
1905	donor_site
1906	efficacious
1907	fully
1908	graduate_school
1909	hangzhou_china
1910	heal
1911	high_prevalence
1912	item
1913	joint
1914	literature_review
1915	lose
1916	major_histocompatibility
1917	multifactorial
1918	pharmacy
1919	position
1920	reliable
1921	resolution
1922	retrospectively
1923	similarity
1924	texas
1925	trend
1926	ulcerative_colitis
1927	universidade_federal
1928	van_der
1929	vit
1930	wide
1931	across
1932	allergic
1933	american
1934	antigen-specific
1935	apoptotic
1936	autoimmune_hepatitis
1937	birth
1938	canada
1939	cho
1940	commonly_use
1941	cutaneous_biology
1942	depigmented_macule
1943	dermatological_disorder
1944	difficulty
1945	environmental_factor
1946	expansion
1947	fraction
1948	genotyped
1949	harris
1950	internal
1951	interview
1952	label
1953	lipid_peroxidation
1954	low-dose
1955	margin
1956	may_contribute
1957	namely
1958	non
1959	restore
1960	shandong
1961	stop
1962	suggestive
1963	suitable
1964	thickness
1965	titer
1966	tnf-alpha
1967	trait
1968	twice_weekly
1969	uninvolved_skin
1970	universal
1971	weight
1972	white_hair
1973	adrenal_insufficiency
1974	beijing_china
1975	comment_acad
1976	construct
1977	consultation
1978	contact_dermatitis
1979	continuous
1980	crohn's_disease
1981	cross-sectional_study
1982	destroy
1983	discover
1984	dna_damage
1985	dopa
1986	epub_mar
1987	epub_sep
1988	fitzpatrick
1989	health_care
1990	high-dose
1991	high_frequency
1992	homozygous
1993	hospital_ghent
1994	immune-related_adverse
1995	kanwar
1996	markedly
1997	mbeh
1998	mechanism_action
1999	melanoblast
2000	morbidity
2001	pg/ml
2002	pharmacological
2003	print
2004	repigmentation_achieve
2005	residual
2006	retina
2007	shanghai_china
2008	shi
2009	snps
2010	sometimes
2011	specificity
2012	suction
2013	taieb
2014	thomas
2015	unaffected
2016	university_graduate
2017	unstable
2018	autologous_epidermal
2019	college_pharmacy
2020	create
2021	diverse
2022	east
2023	entire
2024	enzyme-linked_immunosorbent
2025	et-1
2026	extracellular
2027	gland
2028	glutathione_peroxidase
2029	heterogeneity
2030	hla_class
2031	lentigo
2032	lupus_erythematosus
2033	manner
2034	medicina
2035	mexico
2036	minor
2037	mucosa
2038	personal
2039	pimecrolimus_cream
2040	promising
2041	rarely
2042	stigmatization
2043	tehran_university
2044	topical_application
2045	transcription
2046	vitiliginous_patch
2047	wart
2048	western
2049	aire
2050	article_chinese
2051	b16
